A1013,Lego Duplo Les Animaux De L'Arctique,Lego,1.00 €,,Assemblage / Construction,de 2 à 0 ans,,- 6 pièces grises- 14 pièces blanches- 12 pièces bleues- 1 pièce jaune- 1 pièce marron- 1 pièce rouge- 2 pièces orange- 1 loup- 2 personnages- 1 livret
A1014,Lettres Montessori,Morphun,1.00 €,,Assemblage / Expérimentation,de 3 à 0 ans,,- 180 lettres- 20 fiches,Retour prévu le 05/03/2021
A1015,Puzzles Les Saisonsx4,Akros,1.00 €,,Assemblage / Agencement,de 4 à 0 ans,,- 4 puzzles contenant chacun :-1 cadre- 24 pièces,Retour prévu le 12/03/2021
A1016,PUZZLE AROSAGE,DON,1.00 €,,10:3:1:Assemblage / Agencement,de 4 à 0 ans,,Puzzle : - 16 pièces
A1017,Puzzle La petite siràne 45 pièces,Hasbro,1.00 €,,Assemblage / Agencement,de 5 à 0 ans,,45 pièces
A1019,Lego pompier,LEGO,1.00 €,1+,1 : Assemblage / Construction,de 5 à 99 ans,"Saisis ta hache et prépare-toi à combattre les incendies ! Un incendie s'est déclaré dans un boîtier électrique de LEGO® City et la cheffe des pompiers, Freya McCloud, se précipite sur les lieux du sinistre. Elle a un plan et un camion de pompier plein d'outils, mais pas de temps à perdre, il faut foncer ! Installe les cônes, prends l'extincteur et aide-la à sauver la situation. En récompense, tu pourras boire un chocolat chaud avec les pompiers avant que le prochain incendie ne se déclare !",- 2 livrets- voir notice,Retour prévu le 11/03/2021
A1020,Puzzle Jack Le Pirate,Clementoni,1.00 €,1,Assemblage / Agencement,de 5 à 0 ans,,2 Puzzles de 60 pièces
A1051,Bio Piky,,1.00 €,,Assemblage / Agencement,de 0 à 0 ans,,- 2 plaques magnétiques- 1 notice- 2 grandes cartes modèles- 29 petites cartes modèles- 258 pièces magnétiques :	 72 magnets animaux	 64 carrés	 26  ronds	19 triangles arrondis	45 grands 1/2 cercle	15 petits 1/2 cercle	1 grand triangle arrondi (bleu et jaune)	16 triangles
A111,Connetrix Chariot Elevateur,,1.00 €,1,Assemblage / Construction,de 6 à 99 ans,,1 fiche modèle153 pièces(voir sachets) * 1: 67 pièces- 49 boulons jaunes- 8 rondelles rouges- 1 rondelle jaune- 4 pièces noires- 4 embouts jaunes- 1 boulon cranté rouge* 2 : 43 pièces- 23 vis jaunes - 5 vis bleues - 13 vis vertes - 1 grand sachet de 43 pièces :- 17 pièces bleues - 7 pièces rouges - 7 pièces jaunes- 5 pièces noires- 4 pièces vertes - 2 pièces grises - 1 pièce triangulaire argentée
A1117,PUZZLE LA CUEILETTE DE L ESCARGOT,DJECO,1.00 €,1,Assemblage / Agencement,de 3 à 0 ans,puzzle 24 pièces,- 24 pièces de puzzle
A1134,Kapla,,1.00 €,,Assemblage / Construction,de 0 à 0 ans,,- 310 pièces feuilles d'assemblage dans bibliotheque bureau
A1152,Clip It,Clip It,1.00 €,,Assemblage / Construction,de 5 à 0 ans,,680 Clip it1 livret de fiches modelesdes bouchons
A1163,Meccano Build And Play,Meccano,1.00 €,1,Assemblage / Construction,de 5 à 99 ans,,INVENTAIRE PHOTO
A1182,Plus plus,PLUS PLUS,1.00 €,1-6,1 : Assemblage / Construction,de 4 à 8 ans,"Plus-Plus est un jeu éducatif, dont la popularité s’est construite au Danemark (son pays d’origine) grâce aux différentes institutions du monde de l’enfant. Développant l’imagination et la créativité. Constitué d’une forme unique et de multiples couleurs, Plus-Plus s’assemble au gré des envies et n’a pour limites que celles de l’imagination.",2 modes d'emploi400 pièces
A1203,Ludojam  5 Creaform,Jam,1.00 €,,Assemblage /,de 0 à 0 ans,,- 1 boite en bois + couvercle- 48 pièces en bois- 4 fiches modèles
A1236,Kapla,Forn Van Der Bruggen,1.00 €,,Assemblage / Construction,de 0 à 0 ans,,- 200 pièces en bois
A1237,Kapla,Vander Brugger,1.00 €,,Assemblage / Construction,de 0 à 0 ans,,220 - Feuilles d'assemblage dans bibliothèque bureau
A1248,Dominos Formes Et Couleurs,Fisher Price,1.00 €,1+,1 : Assemblage / Construction,de 4 à 99 ans,,30 dominos:6 jaunes7 bleus5 verts6 rouges6 oranges
A1256,Magnet Valisette Aeroport,Educa,1.00 €,,Assemblage / Agencement,de 3 à 0 ans,,- 1 valisette- 2 planches avec 70 magnets:1er: 39 pièces- 1 escalier- 1 camion- 1 drapeau - 10 personnages- 1 grenouille-2 visages- 1 lézard- 1 nid avec oiseau- 2 pique nique- 1 banc gris- 1 oiseau rouge - 3 avions- 1 chaise rouge - 1 valise jaune- 1 sac orange- 2 tables grises- 1 hélicoptère- 1 abeille- 1 groupe de colis- 1 fusée - 1 monstre vert- 1 lampe - 1 part de gateau- 1 chariot à valise- 1 saxo2nd: 31 pièces- 14 personnages- 3 véhicules- 1 hélicoptère - 1 avion- 1 soleil - 1 soucoupe volante- 1 barre avec nourriture- 1 sac à dos- 1 plante- 1 canapé bleu- 1 carte postale- 1 meuble avec tiroir- 1 valise bleue- 1 horloge- 1 chariot à valise - 1 chat,Retour prévu le 27/02/2021
A1268,MAGNETIBOOK FILLES,JANOD,1.00 €,1,Assemblage / Agencement,de 3 à 8 ans,,- 59 pièces magnétiques - 23 cartes,Retour prévu le 25/03/2020
A1271,Valisette plus plus,PLUS PLUS,1.00 €,1,1 : Assemblage / Construction,de 5 à 12 ans,"A l'intérieur de cette valisette, votre enfant trouve de nombreuses pièces Plus Plus qui stimuleront sa créativité et sa dextérité. Ces pièces à la forme unique s'emboitent, s'alignent, s'imbriquent facilement pour offrir des possibilités de combinaisons infinies. Le petit plus ? La valisette peut servir de base à ses constructions !",- 400 pièces- 1 plaque verte- 1 livret
A1281,Puzzle art octopus 350pcs,Smoby,1.00 €,1,1 : Assemblage / Agencement,de 5 à 99 ans,,350 pièces,Retour prévu le 19/03/2021
A1335,Puzzle Bebe Tigre,Schmidt,1.00 €,,Assemblage / Agencement,de 0 à 0 ans,,- 200 pièces
A1344,Puzzle Roi Lion,Clementoni,1.00 €,,Assemblage / Agencement,de 3 à 0 ans,,- 1 puzzle de 104 pièces
A1350,Circuit A Billes En Bois,Eichhorn,1.00 €,1,Assemblage / Construction,de 6 à 0 ans,"Un grand circuit à billes Eichhorn à monter par un enfant. Avec colonnes, billes, rails, bac d'atterrissage, raccords.",-4grands rectangles bleus-6moyensrectangles rouges-6 moyens rectangles verts-12 grandes pièces couleur bois-5 cubes jaunes-1 grand carré couleur bois (trou au milieu)-12petits carrés couleur bois-1 cube couleur bois (trou au milieu)-6 billes
A1364,Puzzle Pat patrouille,NATHAN,1.00 €,1,1 : Assemblage / Agencement,de 0 à 0 ans,30 pièces avec 1 poster,30 pièces1 poster,Retour prévu le 02/03/2021
A1389,Clip it : starter kit,Scolavox,1.00 €,1+,1 : Assemblage / Construction,de 5 à 99 ans,,3 puzzles en bois (ferme/orchestre/maison) -3 plateaux -30pièces
A1494,Château Toys Ardennes Animation N°1,,5.00 €,,Assemblage / Construction,de 4 à 0 ans,,- voir détails des pièces fonds de jeux / inventaireJEU FACTURE 5€4 SEMAINES D'EMPRUNT POUR LES COLLECTIVITES72H D'EMPRUNT POUR LES FAMILLES
A1519,Puzzle Astérix et son village 500 pièces,RAVENSBURGER,1.00 €,1,1 : Assemblage / Agencement,de 10 à 99 ans,,500 pièces
A1547,Livre Puzzle De La Ferme,Hemma,1.00 €,,Assemblage / Agencement,de 0 à 0 ans,,un livre avec 5 puzzles de 9 pièces chacunsoit 45 pièces
A1590,Puzzle Bambi,Clementoni,1.00 €,,Assemblage / Agencement,de 3 à 0 ans,,1 puzzle de 104 pièces,Retour prévu le 13/03/2021
A1650,PUZZLE FORET 100 PCS DJECO,Mb,1.00 €,,Assemblage / Agencement,de 5 à 0 ans,,- 60 pièces,Retour prévu le 13/03/2021
A1672,Lego Refuge De Montagne,Lego,1.00 €,1+,Assemblage / Construction,de 8 à 99 ans,,VOIR LIVRET POUR INVENTAIRE - 3 livrets
A1673,Puzzle Maison Pomme Janod,Janod,1.00 €,1,Assemblage / Agencement,de 3 à 0 ans,,24 pièces1 poster
A1682,Polydron Frameworks,Polydron,1.00 €,1+,1 : Assemblage / Construction,de 5 à 99 ans,"Le Set POLYDRON FRAMEWORKS est un atelier géométrie destiné à réaliser une infinité de figures géométriques à partir des 3 formes simples : 160 triangles, 80 carrés et 40 pentagones.",2 fiches modèle280 pièces dont:- 160 triangles- 40 pentagones- 80 carrés
A1721,Bambouchicolor,Nathan,1.00 €,1,Assemblage / Construction,de 3 à 99 ans,Un jeu en plastique souple pour réaliser des constructions flexibles en 3 dimensions.,1 pochette de 12 fiches construction29 pièces oranges70 pièces bleues45 pièces vertes94 pièces jaunes
A1756,Puzzle Sonore Instrument De Musique,Janod,1.00 €,,Assemblage / Agencement,de 1 à 0 ans,,1 encastrement avec 7 pièces1 piano1 accordeon1 trompette1 guitare1 violon1 tambour1 xylophone,Retour prévu le 20/03/2021
A1760,Kapla,Rapla,1.00 €,,1 : Assemblage / Construction,de 0 à 0 ans,,-230 pièces :190 brut20 oranges20 rouges1 livret1 livre
A1761,Forticube,DJECO,1.00 €,,1 : Assemblage / Construction,de 0 à 0 ans,,11 pièces3 chevaliers,Retour prévu le 13/03/2021
A1774,Puzzle Magentique Poissons,Janod,1.00 €,,Assemblage / Agencement,de 18 à 0 ans,,- 1 planche en bois- 9 pièces magnétiques
A1841,"Encastrement Bois "" Les Animaux "" Gros Boutons",Arthur Et Marie,1.00 €,,Assemblage / Agencement,de 0 à 0 ans,,- 4 pièces
A1848,"Puzzle Geant A Gros Boutons ""Les Musiciens""",Arthur Et Marie,1.00 €,,Assemblage / Agencement,de 0 à 0 ans,,- 1 socle- 6 pièces
A1850,"Puzzle A Empiler ""Le Clown""",Arthur Et Marie,1.00 €,,Assemblage / Agencement,de 0 à 0 ans,,- 1 socle- 5 pièces
A1866,Clinique Duplo,Lego Duplo,1.00 €,1+,Assemblage / Construction,de 2 à 99 ans,,Inventaire sur photo1 notice
A1872,Tangram,Djeco,1.00 €,,Assemblage / Agencement,de 7 à 0 ans,,-14 pièces-4 grands 1/2 triangles -2 oranges-2 rouges -2 1/2 trianglesmoyens  -1 orange -1 rouge-4 petits 1/2 triangle-2 oranges-2 rouges-2 losanges  -1 orange -1 rouge-2 carrés-1 orange-1 rouge-244 cartes
A1919,Puzzle Animaux De La Ferme,,1.00 €,,Assemblage / Agencement,de 2 à 0 ans,,- 1 plateau en bois- 24 pièces
A1932,SET POLYDRON XL,Polydron,1.00 €,1+,1 : Assemblage / Construction,de 4 à 99 ans,,SET POLYDRON XL16 plaques carrés (de couleurs différentes)8 plaques triangulaires (de couleurs différentes)
A1966,Puzzle Ecureuil,Djeco,1.00 €,,Assemblage / Agencement,de 3 à 0 ans,,24 pièces
A1983,Djeco Stress,Djeco,1.00 €,,Assemblage / Construction,de 4 à 0 ans,2000 pièces pour réaliser des centaines de créations.,"- Plus de 2000 pièces - 1 notice d'assemblage- NE PAS COMPTER TOUTES LES PIECES, REGARDER SI LA BOITE EST ASSEZ REMPLIE1827 pièces au 21/12/2019 Merci les bourgeais baude"
A1990,Puzzle Alphabet,Janosch,1.00 €,,Assemblage / Agencement,de 3 à 0 ans,Puzzle Alphabet en bois,- 26 lettres en bois
A2,Puzzle Chiffre En Bois,,1.00 €,,Assemblage / Agencement,de 2 à 0 ans,,22 PIECES
A2054,Puzzle Geant Archibald Le Terrible,Djeco,1.00 €,1,Assemblage / Agencement,de 4 à 0 ans,Puzzle de 34 pièces,"-2 pièces ""modèle""-37 pièces de puzzle 39 pièces au total"
A2063,Puzzle Fauna,Fauna,1.00 €,,Assemblage / Agencement,de 0 à 0 ans,,"18pièces:1 arbre en 4 pièces: 1 marron, 1 verte foncée et 2 claires1 sapin en 4 pièces: 1 orange, 1 verte foncée et 2 claires1 ours en 3 pièces: 2 oranges et 1 bordeau1 lapin en 2 pièces: 1 blanc et 1 bois1 élan en 5 pièces: 1 orange, 2 marrons, 1 bordeau et 1 jaune"
A207,Puzzle Pirate,Djeco,1.00 €,1,Assemblage / Agencement,de 5 à 0 ans,,-54 pièces,Retour prévu le 06/03/2021
A2078,Puzzle star wars 500pcs,RAVENSBURGER,1.00 €,,Assemblage / Agencement,de 10 à 0 ans,,- 500 pièces
A2081,Puzzle Luna,Dejco,1.00 €,,Assemblage / Agencement,de 12 à 0 ans,,- 1 plaque - 5 animaux
A2095,Grand Jeu De Construction En Bois,Matoys,1.00 €,,Assemblage /,de 0 à 0 ans,,"- 1 boite en bois avec 1 couvercle bleu contenant:(89 pieces en bois) - 1 notice d'assemblage - 4 boules rouges - 4 boules vertes - 3 boules jaunes - 3 boules bleues - 28 bâtons ronds (4 longueurs differentes) - 9 pièces plates à trous,(4 longueurs differentes) - 2 grandes pièces triangulaires à trous - 2 grandes pièces carrées à trous - 3 cordes (rouge,jaune,vert) à embouts - 2 pièces rondes avec 1 trou central - 12 pièces rondesavec 1 trou central et sur les côtés - 7 petites pièces rondes avec 1 trou central - 2 pièces formes toupies - 1 pièce ronde avec 1 embout manivelle - 8 grosses pièces--"
A2140,Puzzle Pompiers,Melissa Et Doug,1.00 €,,Assemblage / Agencement,de 3 à 0 ans,Puzzle de sol 24 grandes pièces,24 pièces
A2165,Labyrinthe Goki,Goki,1.00 €,,Assemblage / Agencement,de 3 à 0 ans,,1 plateau16 plaquettes en bois
A2167,Encastrement Figure Geometrique,,1.00 €,,Assemblage / Agencement,de 0 à 0 ans,,- 1 plateau- 18 élements pour réaliser 9 formes géometriques
A2169,Puzzle La Ferme X4,Diset,1.00 €,,Assemblage / Agencement,de 3 à 0 ans,,1 puzzle 4 pièces fille1 puzzle 6 pièces animaux1 puzzle 9 pièces garçon1 puzzle 12 pièces ferme
A2193,Puzzle la fête dans la forêt 70 pièces,ORCHARD TOYS,1.00 €,1,Assemblage / Agencement,de 4 à 99 ans,,1 fiche70 pièces
A2261,Mini Cubes Animaux,Buki,1.00 €,1+,Assemblage / Construction,de 4 à 0 ans,Un jeu de construction en 3D ! Les mini cubes s?emboîtent et se déboîtent facilement pour des constructions uniques. Connexions possibles dans tous les sens.,5 notices28 yeux32 pièces jaunes : 15 pièces carrés jaunes11 pièces 1/4 rond jaune4 pièces incurvés jaunes2 barres décroches œil32 pièces blanches :5 pièces carrés blanches21 pièces 1/4 rond blancs6 pièces incurvés blanches14 pièces oranges :4 pièces carrés orange5 pièces incurvés oranges5 petites cônes oranges16 pièces grises foncés :5 pièces carrés gris foncés10 pièces 1/4 rond gris foncés1 pièces incurvés gris foncés26 pièces grises :12 pièces carrés grises9 pièces 1/4 rond grises3 pièces triangles grises2 pièces incurvés grises13 pièces gris claires :7 pièces carrés gris claires5 pièces 1/4 rond gris claires1 pièce incurvés gris claires13 pièces marrons foncés:6 pièces carrés marrons foncés7 pièces 1/4 rond marrons foncés17 pièces marrons :6 pièces carrés marrons6 pièces 1/4 rond marrons 5 pièces incurvés marrons9 pièces marrons claires :2 pièces carrés marrons claires5 pièces 1/4 rond marrons claires2 pièces incurvés marrons claires7 pièces jaunes pâles : 5 pièces carrés jaunes pâles1 pièce 1/4 rond jaune pâle1 pièce triangle jaune pâle5 pièces noires :2 pièces carrés noires3 pièces 1/4 rond noires4 pièces rouges :2 pièces carrés rouges1 pièce 1/4 rond rouge1 pièce incurvés rouges12 pièces bleues :2 pièces carrés bleu2 pièces 1/4 rond bleu1 pièce incurvés bleu8 petites pièces bleues4 pièces beiges,Retour prévu le 24/02/2021
A2266,Château Toys Ardenne Ecole,Toys Ardenne,5.00 €,,Assemblage / Construction,de 4 à 0 ans,,- 250 pièces- 2 noticesJEU FACTURE 5€4 SEMAINES D'EMPRUNT POUR LES COLLECTIVITES72H D'EMPRUNT POUR LES FAMILLES
A2280,Engrenages Supercolor,D.M.E.,1.00 €,,Assemblage /,de 0 à 0 ans,,- 16 pièces carrées - 6 grands ronds - 6 ronds moyens - 4 petits fleurs- 14pièces blanches
A232,Valise Coloredo Junior,Quercetti,1.00 €,,Assemblage / Agencement,de 2 à 0 ans,,1 valisette comprenant:- 1 tablette transparente amovible- 2 supports rouges48 clous:- 12 bleus- 12 rouges- 12 verts- 12 jaunes8 fiches recto verso
A2328,Puzzle Balade En Foret 54 pièces,Djeco,1.00 €,1,Assemblage / Agencement,de 4 à 99 ans,,54 pièces1 poster,Retour prévu le 03/03/2021
A2329,SMARTMAX MALLE 64 PCS,SMART,1.00 €,1,1:Assemblage / Construction,de 3 à 99 ans,"Découvrez le coffret de 63 pièces Build & Roll de Smartmax, un coffret complet de construction magnétique pour les enfants à partir de 3 ans qui vont s'amuser à faire des constructions originales avec des boules et des barres magnétiques afin de réaliser un super toboggan. Ils pourront jouer sur le coffre et tout ranger à l'intérieur.SmartMax offre aux enfants la possibilité d’explorer le monde fascinant du magnétisme en toute sécurité grâce aux pièces surdimensionnées spécifiquement destinées à la manipulation par les jeunes enfants.Les enfants sont enchantés à la découverte des effets d’attraction et de répulsion des aimants entre eux. Plus tard, ils s’amusent à construire des tours, des ponts et autres structures géantes.Ultra-résistant et proposant une force d'attraction importante, des pièces au design moderne et des couleurs rutilantes qui plaisent aux enfants.",- 63 pièces dont 1 véhicule- 1 notice
A2365,Baby Duplo,Lego,1.00 €,1+,Assemblage / Construction,de 2 à 99 ans,,9 pièces bleues:  4 rectangles  4 carrés  1 pont11 pièces rouges:  3 rectangles  8 carrés15 pièces jaunes:  2 rectangles   12 carrés  10 pièces vertes  4 rectangles  6 carrés1 pièce verte et rouge3 personnages1 locomotive rouge8 wagons,Retour prévu le 06/02/2021
A2386,Puzzle Boutons En Bois (Jardin),Ravensburger,1.00 €,,Assemblage / Agencement,de 0 à 0 ans,,1 socle- 10 pièces-
A2397,Puzzle Chat,janod,1.00 €,,1:Assemblage / Agencement,de 0 à 0 ans,,1 support9 pièces
A2399,PUZZLE ballerine,DJECO,1.00 €,,2:1:Assemblage / Agencement,de 4 à 99 ans,,36 pièces
A2406,Encastrement Cabane Du Jardin,Janod,1.00 €,,Assemblage / Agencement,de 3 à 0 ans,,-1 SUPPORT-7 PIECES
A2419,Puzzle Animaux Marins,Djeco,1.00 €,,Assemblage / Agencement,de 12 à 0 ans,,1 puzzle à encastrements avec :- 1 pieuvre - 1 poisson orange - 1 poisson bleu - 1 baleine - 1 étoile de mer
A2446,Puzzle Battle Geant Les Chats,Rosebud,5.00 €,,Assemblage / Agencement,de 0 à 0 ans,,2 posters60 pièces1 règle du jeu collée dans le couvercle
A2453,Magformers Malle,The Magformers,5.00 €,1+,1 : Assemblage / Construction,de 3 à 99 ans,,MAGFORMERS MALLE12 grands carrés12 grands triangles12 pentagones12 triangles isocèles12 grands hexagones12 quart de cercles12 trapèzes60 petits triangles40 petits carrés
A2486,Puzzle Chantier,,1.00 €,1,Assemblage / Agencement,de 3 à 99 ans,,20 pièces en carton
A2526,Puzzle Tournesol,Educo,1.00 €,,Assemblage / Agencement,de 4 à 0 ans,,- 1 plateau - 4 puzzles dt 4 pièces -  6 pièces9 pièces12 pièces
A2528,Habille Betty Et Franck,La Marelle,1.00 €,1,1 : Assemblage / Agencement,de 2 à 5 ans,"Mon petit dressing, j'habille mes personnages au gré de mon humeur.",- 36 pièces en bois
A253,Puzzle Planete Bleue,Janod,1.00 €,,Assemblage / Agencement,de 7 à 0 ans,,- 208 pièces
A2533,Kapla Coffret 1 000,,5.00 €,,Assemblage / Construction,de 0 à 0 ans,,1 000 kapla
A254,Puzzle Mission Espace,Janod,1.00 €,,Assemblage / Agencement,de 5 à 0 ans,,- 100 PIECES,Retour prévu le 16/03/2021
A2548,Chalet En Bois,Jeu Du Jura,1.00 €,,Assemblage / Construction,de 6 à 0 ans,,4 planches en bois marron foncées avec 2 crochets4 planches en bois marron foncées rectangulaires 43 planches en bois vertes avec 2 crochets 9 planches en bois vertes avec encoches 18 bâtonnets orange longs18 bâtonnets orange moyens2 bâtonnets orange courts10 morceaux de toit jaunâtre5 grands toits rouges 4 petits toits rouges 4 fenêtres blanches à volets rouges2 fenêtres crème à carreaux1 porte rouge1 fenêtre blanche à volets jaunes1 porte de saloon3 pièces rouges avec encoches triangulaires 334 petits bâtons marron 178 moyens bâtons marron 8 grands bâtons marron97 grands bâtons marron avec encoches 19 bâtons avec 1 encoche
A2555,Puzzle Wall E 72 pièces,Trefl,1.00 €,1,Assemblage / Agencement,de 6 à 99 ans,,72 pièces de puzzle
A256,Tomtec T,Kapla,1.00 €,,Assemblage / Construction,de 6 à 0 ans,,- 42 PLANCHETTE BOIS - 82 GROSSES ATTACHES BLEUES - 48 PETITES ATTACHES BLEUES
A2572,Puzzle grand tour Moscou 150 pièces,Ludattica,1.00 €,+1,Assemblage / Agencement,de 5 à 99 ans,,150 pièces
A2583,Puzzle Les Felins,Djeco,1.00 €,1,Assemblage / Construction,de 3 à 99 ans,,- 1 puzzle de 9 pièces- 1 puzzle de 12 pièces- 1 puzzle de 16 pièces
A2604,Cubes Du Monde,Janod,1.00 €,,Assemblage / Agencement,de 12 à 0 ans,,8 CUBES
A2636,Constrimagnet,Nathan,1.00 €,1,Assemblage / Construction,de 1 à 99 ans,Un jeu d'assemblage pour réaliser des constructions en 3D. 120 grandes pièces magnétiques composées de tiges de 2 tailles et de boules. Un assemblage ludique et sans effort grâce au magnétisme des pièces.,30  grandes barres38 petites barres22 boules
A2640,Lego 123,Lego,1.00 €,1+,Assemblage / Construction,de 4 à 99 ans,,"1 livret ""modèles""1 boite remplie de légo1 plaque verte1 plaque bleue CE JEU N'A PAS BESOIN D'ETRE RECOMPTE."
A2657,Plus Plus,Plus-Plus,1.00 €,,Assemblage / Construction,de 3 à 0 ans,"Développant l’imagination et la créativité, Plus-Plus est l’expression du savoir-faire danois dans le domaine du jouet.Constitué d’une forme unique et de multiples couleurs, Plus-Plus s’assemble au gré des envies et n’a pour limites que celles de l’imagination.",97  pièces en plastique de forme ++ ++  - 19 pièces noires - 18 pièces jaunes - 15 pièces blanches - 13 pièces oranges - 12 pièces vertes - 10 pièces bleues - 7 pièces violettes - 3 pièces rouges
A2663,Monsieur Patate Et Sa Famille,Hasbro,1.00 €,1+,Assemblage / Construction,de 3 à 99 ans,,4 grandes patates2 petites patates 14 bras 12 bouches 10 yeux8 pieds10 oreilles  8 nez 4 moustaches6 chapeaux7 accessoires
A2677,Puzzle Au Fonds Des Oceans,Ravensburger,1.00 €,1-2,Assemblage / Agencement,de 4 à 0 ans,,- 2 puzzles de 49 pièces chacun
A2702,Escalier A Formes,Haba,1.00 €,,Assemblage /,de 0 à 0 ans,,- 1 plateau - 25 formes
A271,STRAWS ET CONNECTORS,ROYLCO,1.00 €,1,Assemblage / Agencement,de 4 à 0 ans,Jeu souple pour réaliser de grandes constructions.Les pailles et les connecteurs s'emboîtent à l'infini pour créer de grandes réalisations dans lesquelles les enfants peuvent jouer.Les pailles sont souples et peuvent former des arcs de cercle.Les enfants adorent !,- 80 pailles bleues- 69 pailles vertes- 80 pailles jaunes- 69 pailles oranges- 80 pailles rouges- 78 croix bleues- 60 croix vertes- 40 croix jaunes- 60 croix oranges- 60 croix rouges- 1 notice
A2727,SAC ABRICK LEGO,ABRICK,1.00 €,,1:Assemblage / Construction,de 2 à 0 ans,,- 12 pièces roses- 7 pièces oranges- 12 pièces bleues- 43 pièces rouges- 47 pièces vertes- 41 pièces jaunes,Retour prévu le 06/02/2021
A2739,Puzzle De Sol Dinosaures,Melissa And Doug,1.00 €,,Assemblage / Agencement,de 3 à 0 ans,,- 48 pièces
A2741,Magformers 30Pcs,Magformers,1.00 €,1,Assemblage / Construction,de 3 à 0 ans,Jeu de construction aimanté,- 12 grands triangles- 17 grands carrés
A2753,Puzzle Chien,P.B.L.,1.00 €,,Assemblage / Agencement,de 0 à 0 ans,,- 1 plateau en bois - 4 éléments en bois
A2756,Puzzle Lapin,P.B.L.,1.00 €,,Assemblage /,de 0 à 0 ans,,- 1 plateau en bois - 4 éléments en bois
A2758,Magnetibook Bolides,Janod,1.00 €,1,Assemblage / Agencement,de 3 à 0 ans,"Avec ce Magnéti’Book sur le thème des bolides, l’enfant va pouvoir recréer 18 véhicules de toute sorte, avec les magnets proposés. Il pourra aussi inventer de nouveaux véhicules en mélangeant les différents magnets !",- 50 magnets- 18 cartes,Retour prévu le 03/03/2021
A2762,Legos Aimantes,P.P.L.,1.00 €,1+,Assemblage / Construction,de 3 à 99 ans,,- 7 chariots (4 jaunes + 3 rouges)- 31 pièces rouges- 23 pièces jaunes- 13 pièces bleues- 12 pièces vertes- 15 fiches,Retour prévu le 13/03/2021
A2769,Papillon A Construire,Learning Resources,1.00 €,,Assemblage / Construction,de 2 à 0 ans,,5 têtespapillons5 corps5 ailes
A2781,Puzzle Dragon,Djeco,1.00 €,,Assemblage / Agencement,de 4 à 0 ans,,58 pièces1 modele,Retour prévu le 24/02/2021
A2790,Blocs Logiques,Nathan,1.00 €,,Assemblage / Construction,de 3 à 99 ans,,1 notice d'utilisation61 figures géométriques
A2798,Meccano Boite Jaune,Mecano,1.00 €,1,Assemblage / Construction,de 5 à 99 ans,,Inventaire sur le livret
A2801,PUZZLE BORA BORA 300PCS,RAVENSBURGER,1.00 €,,Assemblage / Agencement,de 8 à 0 ans,,- 300 pièces
